Feature,Gain,Importance
glad,0.000278496471743941,0.000278496471743941
nervousness,0.000277104380728822,0.000277104380728822
solution,0.000274657103281677,0.000274657103281677
pleasant,0.000273537544614272,0.000273537544614272
careful,0.000270704677687565,0.000270704677687565
rate,0.000268922000059853,0.000268922000059853
promise,0.000268527526616726,0.000268527526616726
tough,0.000266008929017337,0.000266008929017337
function,0.000263686230089426,0.000263686230089426
texter,0.000262990764538079,0.000262990764538079
s3,0.00026238268353881,0.00026238268353881
decent,0.000260350333371351,0.000260350333371351
appearance,0.000259602491537685,0.000259602491537685
original,0.000259588555927588,0.000259588555927588
play,0.000258195922219954,0.000258195922219954
valid,0.000258155701564879,0.000258155701564879
surpass,0.000258078713081194,0.000258078713081194
hardy,0.000257529351188358,0.000257529351188358
setting,0.000256978093862511,0.000256978093862511
international,0.000256946428120976,0.000256946428120976
inside,0.000256640202972709,0.000256640202972709
sink,0.000256194674718987,0.000256194674718987
vibrate,0.000255350191481957,0.000255350191481957
normal,0.000255211276865229,0.000255211276865229
super,0.000254348681495553,0.000254348681495553
opt,0.000253438807149619,0.000253438807149619
texting,0.000253262696308676,0.000253262696308676
complain,0.000253203049781054,0.000253203049781054
fragile,0.000252370102052817,0.000252370102052817
qwerty,0.000252228420371511,0.000252228420371511
run,0.000252216671283122,0.000252216671283122
complication,0.000251541988474216,0.000251541988474216
prob,0.000249814361939665,0.000249814361939665
explore,0.00024846701776107,0.00024846701776107
jaunt,0.000246731031815698,0.000246731031815698
travel,0.000246642953510286,0.000246642953510286
dust,0.000245238233796297,0.000245238233796297
school,0.000243590991216536,0.000243590991216536
west,0.000242684384840229,0.000242684384840229
complicate,0.000242104775611272,0.000242104775611272
con,0.000241817520343527,0.000241817520343527
nexus,0.000241798494492456,0.000241798494492456
release,0.000241408747075688,0.000241408747075688
numb,0.000240103893814587,0.000240103893814587
include,0.000240044989230759,0.000240044989230759
isn,0.000240023665211721,0.000240023665211721
9780,0.00023903443055203,0.00023903443055203
cameroon,0.000238749944319229,0.000238749944319229
att,0.000238422629176452,0.000238422629176452
write,0.000237747386633962,0.000237747386633962
package,0.000237029585529601,0.000237029585529601
strongly,0.000235464636687127,0.000235464636687127
meet,0.000235389141458068,0.000235389141458068
rugged,0.000234197978503022,0.000234197978503022
transaction,0.000233528600761142,0.000233528600761142
recommanned,0.000233424457209879,0.000233424457209879
productnot,0.000233293709273689,0.000233293709273689
word,0.000231655974977647,0.000231655974977647
voice,0.000231166468730781,0.000231166468730781
photo,0.000231097376200141,0.000231097376200141
radio,0.000230564213902956,0.000230564213902956
code,0.000228741852588357,0.000228741852588357
annoy,0.00022666717267356,0.00022666717267356
unit,0.000226478787294859,0.000226478787294859
begin,0.000225350610730626,0.000225350610730626
strong,0.000225059694184388,0.000225059694184388
craigslist,0.000223682413188959,0.000223682413188959
brilliant,0.000222647965822572,0.000222647965822572
step,0.000222271815544095,0.000222271815544095
curve,0.000220290742721244,0.000220290742721244
upset,0.000218784666708548,0.000218784666708548
gd,0.000218565093122188,0.000218565093122188
solid,0.000218509987385897,0.000218509987385897
program,0.00021775013718788,0.00021775013718788
functional,0.00021734947941271,0.00021734947941271
whatsapp,0.000217089377484138,0.000217089377484138
brother,0.000216777480191805,0.000216777480191805
sort,0.000216306999044114,0.000216306999044114
560,0.000216237864729011,0.000216237864729011
correctly,0.000214219469633133,0.000214219469633133
decision,0.000213089462230175,0.000213089462230175
beat,0.000212532573440858,0.000212532573440858
camer,0.000212001562805003,0.000212001562805003
buck,0.00021191696248896,0.00021191696248896
aked,0.000210978074091746,0.000210978074091746
8hrs,0.000210944731067632,0.000210944731067632
accessory,0.000209630102100361,0.000209630102100361
shock,0.000209068143837424,0.000209068143837424
design,0.000207516821981193,0.000207516821981193
pin,0.000206608798733585,0.000206608798733585
anyday,0.000206550087801225,0.000206550087801225
surprise,0.000206525415642749,0.000206525415642749
paper,0.000206511986340669,0.000206511986340669
wall,0.00020621900174581,0.00020621900174581
operate,0.000205151298632358,0.000205151298632358
cost,0.000204048365131371,0.000204048365131371
teenage,0.000203690200039182,0.000203690200039182
wont,0.000203610508186766,0.000203610508186766
invent,0.000203215058246959,0.000203215058246959
toy,0.000202805411662607,0.000202805411662607
lil,0.000202559932870264,0.000202559932870264
pocket,0.000201940297622757,0.000201940297622757
sd,0.00020093713645599,0.00020093713645599
iphones,0.000200240329887089,0.000200240329887089
google,0.000200138595002146,0.000200138595002146
anywere,0.000199578056043843,0.000199578056043843
impossible,0.000199319990281885,0.000199319990281885
rock,0.000198996901126193,0.000198996901126193
copacity,0.000198487840493702,0.000198487840493702
