"","V1","V2","V3","V4","V5"
"1",0.146453089244851,0.337147215865751,0.192219679633867,0.295194508009153,0.0289855072463768
"2",0.0737704918032787,0.0573770491803279,0.12568306010929,0.683060109289617,0.0601092896174863
"3",0.122137404580153,0.152671755725191,0.480916030534351,0.083969465648855,0.16030534351145
"4",0.0731707317073171,0.0548780487804878,0.121951219512195,0.711890243902439,0.038109756097561
"5",0.685925925925926,0.0740740740740741,0.122962962962963,0.08,0.037037037037037
"6",0.0590979782270607,0.046656298600311,0.121306376360809,0.737169517884914,0.0357698289269051
"7",0.0606531881804044,0.046656298600311,0.132192846034215,0.723172628304821,0.0373250388802488
"8",0.409090909090909,0.133838383838384,0.164141414141414,0.194444444444444,0.0984848484848485
"9",0.0786516853932584,0.0690208667736758,0.125200642054575,0.672552166934189,0.0545746388443018
"10",0.0778761061946903,0.0513274336283186,0.134513274336283,0.67787610619469,0.0584070796460177
"11",0.671328671328671,0.0606060606060606,0.125874125874126,0.0909090909090909,0.0512820512820513
"12",0.437609841827768,0.181019332161687,0.202108963093146,0.135325131810193,0.0439367311072056
"13",0.546979865771812,0.13758389261745,0.197986577181208,0.0738255033557047,0.0436241610738255
"14",0.147727272727273,0.113636363636364,0.147727272727273,0.113636363636364,0.477272727272727
"15",0.0723860589812333,0.396782841823056,0.0656836461126005,0.431635388739946,0.0335120643431635
"16",0.0521472392638037,0.0383435582822086,0.119631901840491,0.748466257668712,0.0414110429447853
"17",0.0440251572327044,0.050314465408805,0.116352201257862,0.745283018867924,0.0440251572327044
"18",0.0489130434782609,0.146739130434783,0.0706521739130435,0.665760869565217,0.0679347826086956
"19",0.147727272727273,0.412878787878788,0.227272727272727,0.147727272727273,0.0643939393939394
"20",0.0717592592592593,0.351851851851852,0.219907407407407,0.293981481481481,0.0625
"21",0.0679785330948122,0.0608228980322004,0.116279069767442,0.710196779964222,0.0447227191413238
"22",0.600660066006601,0.0594059405940594,0.161716171617162,0.118811881188119,0.0594059405940594
"23",0.17962962962963,0.324074074074074,0.15,0.311111111111111,0.0351851851851852
"24",0.295652173913043,0.156521739130435,0.278260869565217,0.21304347826087,0.0565217391304348
"25",0.111764705882353,0.256862745098039,0.207843137254902,0.358823529411765,0.0647058823529412
"26",0.191823899371069,0.251572327044025,0.261006289308176,0.220125786163522,0.0754716981132075
"27",0.217391304347826,0.327536231884058,0.272463768115942,0.121739130434783,0.0608695652173913
"28",0.0915254237288136,0.189830508474576,0.193220338983051,0.416949152542373,0.108474576271186
"29",0.073490813648294,0.199475065616798,0.123359580052493,0.543307086614173,0.0603674540682415
"30",0.0580152671755725,0.300763358778626,0.109923664122137,0.456488549618321,0.0748091603053435
"31",0.110119047619048,0.239583333333333,0.12797619047619,0.474702380952381,0.0476190476190476
"32",0.179794520547945,0.26541095890411,0.116438356164384,0.398972602739726,0.0393835616438356
"33",0.092741935483871,0.19758064516129,0.137096774193548,0.48991935483871,0.0826612903225806
"34",0.256704980842912,0.187739463601533,0.252873563218391,0.199233716475096,0.103448275862069
"35",0.618181818181818,0.129545454545455,0.129545454545455,0.0795454545454545,0.0431818181818182
"36",0.575,0.158333333333333,0.113888888888889,0.0833333333333333,0.0694444444444444
"37",0.0335664335664336,0.208391608391608,0.111888111888112,0.586013986013986,0.0601398601398601
"38",0.351778656126482,0.24901185770751,0.217391304347826,0.106719367588933,0.075098814229249
"39",0.0659722222222222,0.138888888888889,0.201388888888889,0.517361111111111,0.0763888888888889
"40",0.0899280575539568,0.29136690647482,0.176258992805755,0.381294964028777,0.0611510791366906
"41",0.100591715976331,0.405325443786982,0.186390532544379,0.260355029585799,0.0473372781065089
"42",0.0631868131868132,0.178571428571429,0.178571428571429,0.491758241758242,0.0879120879120879
"43",0.188612099644128,0.419928825622776,0.163701067615658,0.110320284697509,0.117437722419929
"44",0.0537037037037037,0.233333333333333,0.146296296296296,0.468518518518519,0.0981481481481482
"45",0.112179487179487,0.25,0.182692307692308,0.407051282051282,0.0480769230769231
"46",0.187353629976581,0.217798594847775,0.124121779859485,0.423887587822014,0.0468384074941452
"47",0.0982456140350877,0.428070175438596,0.154385964912281,0.263157894736842,0.056140350877193
"48",0.167728237791932,0.265392781316348,0.106157112526539,0.407643312101911,0.0530785562632696
"49",0.10272536687631,0.205450733752621,0.125786163522013,0.49895178197065,0.0670859538784067
"50",0.165354330708661,0.288713910761155,0.191601049868766,0.275590551181102,0.078740157480315
"51",0.116465863453815,0.188755020080321,0.172690763052209,0.437751004016064,0.0843373493975904
"52",0.109289617486339,0.26775956284153,0.202185792349727,0.327868852459016,0.092896174863388
"53",0.40952380952381,0.176190476190476,0.195238095238095,0.142857142857143,0.0761904761904762
"54",0.115702479338843,0.399449035812672,0.168044077134986,0.264462809917355,0.0523415977961433
"55",0.109090909090909,0.572727272727273,0.159090909090909,0.1,0.0590909090909091
"56",0.393700787401575,0.255905511811024,0.173228346456693,0.0866141732283465,0.0905511811023622
"57",0.0595238095238095,0.148809523809524,0.0892857142857143,0.616071428571429,0.0863095238095238
"58",0.171122994652406,0.101604278074866,0.299465240641711,0.267379679144385,0.160427807486631
"59",0.179723502304147,0.377880184331797,0.225806451612903,0.142857142857143,0.0737327188940092
"60",0.0636363636363636,0.33030303030303,0.121212121212121,0.412121212121212,0.0727272727272727
"61",0.105932203389831,0.330508474576271,0.228813559322034,0.228813559322034,0.105932203389831
"62",0.0938775510204082,0.363265306122449,0.208163265306122,0.240816326530612,0.0938775510204082
"63",0.12303664921466,0.403141361256544,0.117801047120419,0.206806282722513,0.149214659685864
"64",0.182278481012658,0.156962025316456,0.129113924050633,0.453164556962025,0.0784810126582278
"65",0.477815699658703,0.242320819112628,0.129692832764505,0.0546075085324232,0.0955631399317406
"66",0.153284671532847,0.328467153284672,0.306569343065693,0.124087591240876,0.0875912408759124
"67",0.128205128205128,0.21025641025641,0.174358974358974,0.420512820512821,0.0666666666666667
"68",0.282967032967033,0.17032967032967,0.134615384615385,0.343406593406593,0.0686813186813187
"69",0.117241379310345,0.375862068965517,0.182758620689655,0.217241379310345,0.106896551724138
"70",0.136054421768707,0.238095238095238,0.149659863945578,0.404761904761905,0.0714285714285714
"71",0.180522565320665,0.118764845605701,0.121140142517815,0.532066508313539,0.0475059382422803
"72",0.0925925925925926,0.157407407407407,0.141975308641975,0.524691358024691,0.0833333333333333
"73",0.200854700854701,0.243589743589744,0.294871794871795,0.153846153846154,0.106837606837607
"74",0.112781954887218,0.31328320802005,0.157894736842105,0.378446115288221,0.037593984962406
"75",0.172185430463576,0.158940397350993,0.324503311258278,0.245033112582781,0.0993377483443709
"76",0.453061224489796,0.236734693877551,0.146938775510204,0.073469387755102,0.0897959183673469
"77",0.389162561576355,0.0985221674876847,0.231527093596059,0.182266009852217,0.0985221674876847
"78",0.0873362445414847,0.218340611353712,0.200873362445415,0.37117903930131,0.122270742358079
"79",0.083743842364532,0.285714285714286,0.192118226600985,0.315270935960591,0.123152709359606
"80",0.308988764044944,0.151685393258427,0.235955056179775,0.219101123595506,0.0842696629213483
"81",0.137254901960784,0.245098039215686,0.176470588235294,0.32843137254902,0.112745098039216
"82",0.117924528301887,0.25,0.183962264150943,0.358490566037736,0.089622641509434
"83",0.276422764227642,0.231707317073171,0.191056910569106,0.219512195121951,0.0813008130081301
"84",0.0988372093023256,0.319767441860465,0.203488372093023,0.25,0.127906976744186
"85",0.104712041884817,0.324607329842932,0.230366492146597,0.235602094240838,0.104712041884817
"86",0.373540856031128,0.190661478599222,0.171206225680934,0.155642023346304,0.108949416342412
"87",0.263888888888889,0.256944444444444,0.215277777777778,0.152777777777778,0.111111111111111
"88",0.478527607361963,0.0920245398773006,0.220858895705521,0.110429447852761,0.098159509202454
"89",0.382022471910112,0.146067415730337,0.207865168539326,0.146067415730337,0.117977528089888
"90",0.16025641025641,0.153846153846154,0.105769230769231,0.445512820512821,0.134615384615385
"91",0.293333333333333,0.248888888888889,0.24,0.0755555555555556,0.142222222222222
"92",0.49746192893401,0.131979695431472,0.203045685279188,0.101522842639594,0.065989847715736
"93",0.133105802047782,0.341296928327645,0.143344709897611,0.303754266211604,0.0784982935153584
"94",0.122377622377622,0.178321678321678,0.0874125874125874,0.503496503496504,0.108391608391608
"95",0.0751445086705202,0.15606936416185,0.184971098265896,0.456647398843931,0.127167630057803
"96",0.234200743494424,0.349442379182156,0.118959107806691,0.256505576208178,0.0408921933085502
"97",0.152647975077882,0.289719626168224,0.155763239875389,0.292834890965732,0.109034267912773
"98",0.0777777777777778,0.15,0.216666666666667,0.433333333333333,0.122222222222222
"99",0.126666666666667,0.413333333333333,0.253333333333333,0.12,0.0866666666666667
"100",0.143835616438356,0.39041095890411,0.232876712328767,0.123287671232877,0.10958904109589
"101",0.139423076923077,0.365384615384615,0.1875,0.235576923076923,0.0721153846153846
"102",0.0909090909090909,0.424242424242424,0.0858585858585859,0.257575757575758,0.141414141414141
"103",0.234146341463415,0.131707317073171,0.175609756097561,0.375609756097561,0.0829268292682927
"104",0.0829493087557604,0.188940092165899,0.179723502304147,0.341013824884793,0.207373271889401
"105",0.127340823970037,0.198501872659176,0.194756554307116,0.385767790262172,0.0936329588014981
"106",0.513636363636364,0.127272727272727,0.186363636363636,0.0863636363636364,0.0863636363636364
"107",0.123076923076923,0.235897435897436,0.194871794871795,0.348717948717949,0.0974358974358974
"108",0.361313868613139,0.259124087591241,0.218978102189781,0.113138686131387,0.0474452554744526
"109",0.226130653266332,0.296482412060302,0.236180904522613,0.160804020100503,0.0804020100502513
"110",0.109649122807018,0.285087719298246,0.236842105263158,0.285087719298246,0.0833333333333333
"111",0.0701754385964912,0.302631578947368,0.245614035087719,0.276315789473684,0.105263157894737
"112",0.19047619047619,0.271428571428571,0.204761904761905,0.233333333333333,0.1
"113",0.159420289855072,0.231884057971014,0.376811594202899,0.101449275362319,0.130434782608696
"114",0.124050632911392,0.177215189873418,0.108860759493671,0.516455696202532,0.0734177215189873
"115",0.0948616600790514,0.146245059288538,0.185770750988142,0.509881422924901,0.0632411067193676
"116",0.239766081871345,0.362573099415205,0.210526315789474,0.105263157894737,0.0818713450292398
"117",0.205882352941176,0.323529411764706,0.188235294117647,0.194117647058824,0.0882352941176471
